Department,College,Credits,Course,Program,CourseCode,Crosslist,CourseName,CourseDescription,Attributes
Theatre,Arts & Sciences,4 Credits,THTR 244,THTR,244,,Acting Shakespeare ,Monologue scene study and ensemble work from Shakespeare’s dramatic and poetic canon.,"AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 245,THTR,245,,Advanced Directing ,Continuation of Theatre 144. The director’s voice. Supervised practical experience.,"AL, CC, HU"
Theatre,Arts & Sciences,1-4 Credits,THTR 291,THTR,291,,Special Topics ,Intensive study of a topic of special interest not covered in other courses.,"AL, CC, HE, HU, Q, W"
Theatre,Arts & Sciences,3-4 Credits,THTR 328,THTR,328,ENGL 328,Topics in Shakespeare ,"This class explores why Shakespeare’s plays and poems still resonate today. We will focus in particular on how Shakespeare’s plays have been used to explore questions of gender, race and social class. We’ll read some of the “greatest hits” as well as a few lesser-known works, focusing first on how these texts were understood in the time they were written and then on why and how they inform our perspective today.","CC, HE, HU, W"
Theatre,Arts & Sciences,1-4 Credits,THTR 391,THTR,391,,Special Topics ,Intensive study of a topic of special interest not covered in other courses.,"AL, CC, HE, HU, Q, W
]"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 001,WGSS,001,,Gender and Society ,"The course introduces students to key concepts, theoretical frameworks, and interdisciplinary research in the field of Women’s and Gender Studies. Examines how gender interacts with race, age, class, sexuality, etc., to shape human consciousness and determine the social organization of human society. The course may include topics such as: gender and work; sexuality and reproduction; women’s health; media constructions of gender and race; gender, law, and public policy.","CC, SS, SW"
"Women, Gender, & Sexuality Studies",Arts & Sciences,1-4 Credits,WGSS 091,WGSS,091,,Special Topics ,Intensive study of a topic of special interest not covered in other courses. May be cross-listed with relevant offerings in major department or other programs.,"AL, CC, HE, HU, SS, SW, W"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 104,WGSS,104,ENGL 104,Special Topics in Gender Studies ,"This course will involve extended study in a sub-area of English language culture, and literature with a focus on gender, sexuality, and/or race/ethnicity.","CC, HE, HU, W"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 115,WGSS,115,"ASIA 115, MLL 115","Sex, War, Women, Art ","Through the study of selected visual and literary works in their historical and social contexts, students will gain knowledge of Japan. This course examines various cultures from the perspectives of gender and sexuality as constitutive factors of Japanese society. Materials include a film depicting a romantic life of samurai, art works by contemporary women artists, and writings on sex workers, impacted by the Japanese empire. Students will be exposed to feminist theories in this course; taking WGSS001 is recommended prior.","CC, HE, HU, W"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 121,WGSS,121,ART 121,Women in Art ,"A history of women artists from Renaissance to present day, with emphasis on artists of the 20th and 21st century from a global perspective. We explore attitudes toward women artists and their work as well as the changing role of women in art world. There may be required visits to museums and/or artists’ studios.","CC, HE, HU"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 124,WGSS,124,HIST 124,Women and Gender in US History ,"Roles of women in American society from colonial to present times : attitudes toward women, female sexuality, women's work, and feminism.","CC, SS, SW, W"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 125,WGSS,125,"HIST 125, HMS 125",Does Sex have a History? The History of Sexuality in the United States ,"Explores the history of sexuality in the United States from the colonial era to the present. While sexuality can appear timeless and stable, sexual ideologies, categories, and behaviors have consistently evolved and have transformed society in the process. The class pays special attention to relationships between sexuality, race, class, and the state, as well as how law, medicine, and the media have shaped sexual identities and experiences. In so doing, the class develops sophisticated readers of historical and contemporary cultures.","CC, HE, HU, W"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 126,WGSS,126,"AAS 126, HIST 126",How Black Women Made Modern America ,"This course introduces students to the significant themes and events that have shaped the African American women’s historical experience from slavery to the present. We examine the social, political, and economic meaning of freedom for women of African descent.","CC, HE, HU"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 127,WGSS,127,SOC 127,Sociology of Sexuality ,"Students in this course view human sexuality through a sociological lens. This includes theory, research methods, and topics such as LGBTQ identities, family formation, sex work, teenage sexuality, sadomasochism, and sexual technologies. We pay particular attention to ways in which sexual behavior is regulated, as well as social constructions of “the normal.” Course material focuses on the United States, although students are encouraged to bring cross-national perspectives into papers and class discussions.","CC, SS, SW"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 129,WGSS,129,"DES 129, THTR 129",History of Fashion and Style ,"Global trends in dress and culture from pre-history to today. The evolution of silhouette, garment forms and technology. The relationship of fashion to politics, art and behavior. Cultural and environmental influences on human adornment.","CC, HE, HU"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 131,WGSS,131,"AAS 131, GS 131, HIST 131","Women, Gender, Sexuality and Race in African Societies ","This course explores the various ways in which womanhood, gender, sexuality and race are defined, constructed and articulated in African societies. The interdisciplinary course draws from historical writings, novels, biography, anthropology, political science, health and other fields to examine diverse activities and contributions of African women from the pre-colonial period to the present.","CC, HE, HU, W"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 138,WGSS,138,"JST 138, REL 138","Sex, Gender, Jews ","How do Jews of all genders tell their stories? What are the varied Jewish approaches to sexuality? How have feminist movements affected Jewish rituals? In this course, we will consider how religion, gender, sexuality, race, and class intersect in the lives of Jews, with a particular focus on North America. Topics will include: Jewish women’s memoirs; the voices of LGBTQ Jews; recent innovations in Jewish ritual and leadership; Jewish masculinities; and the gendering of Jewish children’s literature, among others.","CC, HE, HU, W"
"Women, Gender, & Sexuality Studies",Arts & Sciences,4 Credits,WGSS 146,WGSS,146,PHIL 146,Philosophy of Sex and Gender ,"An examination of concepts, values, and assumptions relevant to gender and sex(uality) in our diverse society, investigating how they affect our lives in both concrete and symbolic ways. Intersections among gender, sex(uality), race, class, religion, ethnicity, etc., will be explored. Special attention will be paid to how gendered assumptions color our understandings of experiences of embodiment and emotion, reasoning and decision-making, knowledge production, and public and private relationships and activities.","CC, HE, HU"
